pk,cod_comuna,comuna,fecha,violencia_o_intimidacion,sorpresa,fuerza,vehiculo,acce_vehiculo,lugar_habitado,lugar_no_habitado,otros_robos_fuerza,hurtos,lesiones,lesiones_leves,lesiones_graves,homicidios,violacion
25447,7105,Maule,1/1/13,0,0,0,0,0,0,0,0,1,3,3,0,0,0
25448,7105,Maule,1/2/13,1,0,1,0,0,0,1,0,0,8,7,1,0,0
25449,7105,Maule,1/3/13,0,0,1,0,0,1,0,0,5,6,6,0,0,0
25450,7105,Maule,1/4/13,0,0,0,0,0,0,0,0,1,6,6,0,0,0
25451,7105,Maule,1/5/13,0,0,1,0,0,0,1,0,0,7,7,0,0,0
25452,7105,Maule,1/6/13,0,0,1,0,1,0,0,0,0,4,3,1,0,0
25453,7105,Maule,1/7/13,0,0,1,0,0,1,0,0,0,1,1,0,0,0
25454,7105,Maule,1/8/13,1,0,2,0,0,2,0,0,2,4,4,0,0,0
25455,7105,Maule,1/9/13,0,0,2,0,0,0,1,1,0,5,5,0,0,0
25456,7105,Maule,1/10/13,0,0,1,0,0,1,0,0,1,6,4,2,0,0
25457,7105,Maule,1/11/13,0,0,0,0,0,0,0,0,1,2,2,0,0,0
25458,7105,Maule,1/12/13,0,0,0,0,0,0,0,0,0,4,4,0,0,0
25459,7105,Maule,1/1/14,0,0,2,0,0,2,0,0,3,6,5,1,0,0
25460,7105,Maule,1/2/14,0,0,1,0,0,0,1,0,0,3,3,0,0,0
25461,7105,Maule,1/3/14,0,0,2,1,0,1,0,0,0,4,3,1,1,0
25462,7105,Maule,1/4/14,1,0,0,0,0,0,0,0,2,4,4,0,0,0
25463,7105,Maule,1/5/14,0,0,2,0,1,1,0,0,0,6,5,1,0,0
25464,7105,Maule,1/6/14,1,0,0,0,0,0,0,0,0,6,5,1,0,0
25465,7105,Maule,1/7/14,0,0,5,0,0,3,2,0,3,3,2,1,0,0
25466,7105,Maule,1/8/14,0,0,1,0,0,1,0,0,1,4,4,0,0,0
25467,7105,Maule,1/9/14,0,0,1,0,0,1,0,0,1,4,2,2,0,0
25468,7105,Maule,1/10/14,0,0,1,1,0,0,0,0,2,1,1,0,0,0
25469,7105,Maule,1/11/14,0,0,1,0,0,0,1,0,1,4,4,0,0,0
25470,7105,Maule,1/12/14,0,0,3,0,0,3,0,0,1,3,3,0,0,0
25471,7105,Maule,1/1/15,0,0,1,0,0,1,0,0,0,8,8,0,0,0
25472,7105,Maule,1/2/15,0,0,2,1,0,0,1,0,0,1,0,1,0,0
25473,7105,Maule,1/3/15,0,0,0,0,0,0,0,0,2,5,4,1,0,0
25474,7105,Maule,1/4/15,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25475,7105,Maule,1/5/15,0,0,2,0,1,1,0,0,0,2,2,0,0,0
25476,7105,Maule,1/6/15,0,0,0,0,0,0,0,0,0,1,1,0,1,0
25477,7105,Maule,1/7/15,0,0,2,0,1,0,1,0,1,3,2,1,0,0
25478,7105,Maule,1/8/15,1,0,4,0,0,4,0,0,1,1,0,1,0,0
25479,7105,Maule,1/9/15,1,0,1,0,0,1,0,0,2,3,3,0,0,0
25480,7105,Maule,1/10/15,0,0,2,0,0,1,1,0,0,4,4,0,0,0
25481,7105,Maule,1/11/15,1,0,0,0,0,0,0,0,0,3,3,0,0,0
25482,7105,Maule,1/12/15,0,0,0,0,0,0,0,0,0,3,2,1,0,0
25483,7105,Maule,1/1/16,0,0,2,0,0,1,1,0,3,1,0,1,0,0
25484,7105,Maule,1/2/16,0,0,1,0,0,1,0,0,0,1,0,1,0,0
25485,7105,Maule,1/3/16,0,0,2,0,0,2,0,0,1,2,1,1,0,0
25486,7105,Maule,1/4/16,0,0,2,0,0,1,1,0,0,3,3,0,0,0
25487,7105,Maule,1/5/16,0,0,1,0,0,0,1,0,1,3,3,0,0,0
25488,7105,Maule,1/6/16,0,0,1,0,0,1,0,0,1,5,4,1,0,0
25489,7105,Maule,1/7/16,0,1,3,0,0,3,0,0,0,2,2,0,0,0
25490,7105,Maule,1/8/16,0,0,3,0,0,3,0,0,2,5,3,2,1,0
25491,7105,Maule,1/9/16,1,0,1,0,0,1,0,0,1,2,2,0,0,0
25492,7105,Maule,1/10/16,0,0,2,0,0,1,1,0,0,0,0,0,0,0
25493,7105,Maule,1/11/16,0,0,2,0,0,2,0,0,0,2,2,0,0,0
25494,7105,Maule,1/12/16,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25495,7105,Maule,1/1/17,1,0,4,0,0,3,1,0,1,1,0,1,0,0
25496,7105,Maule,1/2/17,0,1,1,0,0,0,1,0,0,3,3,0,0,0
25497,7105,Maule,1/3/17,0,0,0,0,0,0,0,0,1,3,2,1,0,0
25498,7105,Maule,1/4/17,0,0,0,0,0,0,0,0,0,2,1,1,0,0
25499,7105,Maule,1/5/17,0,0,1,0,0,0,1,0,0,7,6,1,0,0
25500,7105,Maule,1/6/17,0,0,1,0,0,1,0,0,0,3,2,1,0,0
25501,10108,Maullín,1/1/05,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25502,10108,Maullín,1/2/05,0,0,0,0,0,0,0,0,0,2,1,1,0,0
25503,10108,Maullín,1/3/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25504,10108,Maullín,1/4/05,0,0,1,0,0,1,0,0,2,0,0,0,0,0
25505,10108,Maullín,1/5/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25506,10108,Maullín,1/6/05,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25507,10108,Maullín,1/7/05,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25508,10108,Maullín,1/8/05,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25509,10108,Maullín,1/9/05,0,0,1,0,0,0,0,1,0,1,1,0,0,0
25510,10108,Maullín,1/10/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25511,10108,Maullín,1/11/05,0,0,1,0,0,0,1,0,0,1,1,0,0,0
25512,10108,Maullín,1/12/05,0,0,1,0,0,0,1,0,1,0,0,0,0,0
25513,10108,Maullín,1/1/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25514,10108,Maullín,1/2/06,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25515,10108,Maullín,1/3/06,0,0,2,0,0,1,1,0,0,0,0,0,0,0
25516,10108,Maullín,1/4/06,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25517,10108,Maullín,1/5/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25518,10108,Maullín,1/6/06,0,0,2,0,0,1,1,0,0,0,0,0,0,0
25519,10108,Maullín,1/7/06,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25520,10108,Maullín,1/8/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25521,10108,Maullín,1/9/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25522,10108,Maullín,1/10/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25523,10108,Maullín,1/11/06,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25524,10108,Maullín,1/12/06,0,0,1,0,1,0,0,0,0,1,1,0,0,0
25525,10108,Maullín,1/1/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25526,10108,Maullín,1/2/07,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25527,10108,Maullín,1/3/07,0,0,1,0,0,0,1,0,0,1,0,1,0,0
25528,10108,Maullín,1/4/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25529,10108,Maullín,1/5/07,0,0,1,0,0,1,0,0,0,1,1,0,2,0
25530,10108,Maullín,1/6/07,0,0,0,0,0,0,0,0,2,1,1,0,0,0
25531,10108,Maullín,1/7/07,0,0,0,0,0,0,0,0,1,1,1,0,0,0
25532,10108,Maullín,1/8/07,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25533,10108,Maullín,1/9/07,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25534,10108,Maullín,1/10/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25535,10108,Maullín,1/11/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25536,10108,Maullín,1/12/07,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25537,10108,Maullín,1/1/08,0,0,0,0,0,0,0,0,0,4,0,4,0,0
25538,10108,Maullín,1/2/08,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25539,10108,Maullín,1/3/08,0,0,0,0,0,0,0,0,1,1,0,1,0,0
25540,10108,Maullín,1/4/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25541,10108,Maullín,1/5/08,0,0,1,0,0,0,1,0,0,1,0,1,0,0
25542,10108,Maullín,1/6/08,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25543,10108,Maullín,1/7/08,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25544,10108,Maullín,1/8/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25545,10108,Maullín,1/9/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25546,10108,Maullín,1/10/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25547,10108,Maullín,1/11/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25548,10108,Maullín,1/12/08,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25549,10108,Maullín,1/1/09,0,0,0,0,0,0,0,0,0,2,0,2,0,0
25550,10108,Maullín,1/2/09,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25551,10108,Maullín,1/3/09,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25552,10108,Maullín,1/4/09,0,0,0,0,0,0,0,0,0,4,3,1,0,0
25553,10108,Maullín,1/5/09,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25554,10108,Maullín,1/6/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25555,10108,Maullín,1/7/09,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25556,10108,Maullín,1/8/09,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25557,10108,Maullín,1/9/09,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25558,10108,Maullín,1/10/09,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25559,10108,Maullín,1/11/09,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25560,10108,Maullín,1/12/09,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25561,10108,Maullín,1/1/10,0,0,1,0,0,0,0,1,0,1,1,0,0,0
25562,10108,Maullín,1/2/10,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25563,10108,Maullín,1/3/10,0,0,1,0,0,0,1,0,1,1,0,1,0,0
25564,10108,Maullín,1/4/10,0,0,0,0,0,0,0,0,3,0,0,0,0,0
25565,10108,Maullín,1/5/10,0,0,1,0,0,1,0,0,2,0,0,0,0,0
25566,10108,Maullín,1/6/10,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25567,10108,Maullín,1/7/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0
25568,10108,Maullín,1/8/10,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25569,10108,Maullín,1/9/10,0,0,1,0,0,0,1,0,0,2,1,1,0,0
25570,10108,Maullín,1/10/10,0,0,0,0,0,0,0,0,1,1,1,0,0,0
25571,10108,Maullín,1/11/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0
25572,10108,Maullín,1/12/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25573,10108,Maullín,1/1/11,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25574,10108,Maullín,1/2/11,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25575,10108,Maullín,1/3/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25576,10108,Maullín,1/4/11,0,0,0,0,0,0,0,0,0,5,2,3,0,0
25577,10108,Maullín,1/5/11,0,0,1,0,0,1,0,0,2,2,2,0,0,0
25578,10108,Maullín,1/6/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25579,10108,Maullín,1/7/11,0,0,0,0,0,0,0,0,0,1,0,1,0,1
25580,10108,Maullín,1/8/11,0,0,0,0,0,0,0,0,0,1,1,0,1,0
25581,10108,Maullín,1/9/11,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25582,10108,Maullín,1/10/11,0,0,3,0,0,0,3,0,1,3,3,0,0,0
25583,10108,Maullín,1/11/11,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25584,10108,Maullín,1/12/11,0,0,0,0,0,0,0,0,0,2,2,0,0,0
25585,10108,Maullín,1/1/12,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25586,10108,Maullín,1/2/12,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25587,10108,Maullín,1/3/12,0,0,0,0,0,0,0,0,0,3,2,1,0,1
25588,10108,Maullín,1/4/12,0,0,2,0,0,0,2,0,0,2,2,0,0,0
25589,10108,Maullín,1/5/12,0,0,0,0,0,0,0,0,0,2,2,0,0,0
25590,10108,Maullín,1/6/12,0,0,2,0,0,0,2,0,2,1,1,0,0,0
25591,10108,Maullín,1/7/12,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25592,10108,Maullín,1/8/12,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25593,10108,Maullín,1/9/12,0,0,1,0,0,1,0,0,0,2,1,1,2,0
25594,10108,Maullín,1/10/12,1,0,0,0,0,0,0,0,3,2,2,0,0,0
25595,10108,Maullín,1/11/12,0,0,2,0,0,1,1,0,2,2,1,1,0,0
25596,10108,Maullín,1/12/12,0,0,0,0,0,0,0,0,1,2,1,1,0,0
25597,10108,Maullín,1/1/13,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25598,10108,Maullín,1/2/13,0,0,0,0,0,0,0,0,1,5,2,3,0,0
25599,10108,Maullín,1/3/13,0,0,2,0,0,1,1,0,2,2,1,1,0,0
25600,10108,Maullín,1/4/13,0,0,1,0,0,0,1,0,0,3,1,2,0,0
25601,10108,Maullín,1/5/13,0,0,0,0,0,0,0,0,1,3,1,2,0,0
25602,10108,Maullín,1/6/13,0,0,1,0,0,1,0,0,0,5,3,2,0,0
25603,10108,Maullín,1/7/13,0,0,3,0,0,1,2,0,2,4,4,0,0,0
25604,10108,Maullín,1/8/13,0,0,0,0,0,0,0,0,1,2,2,0,0,0
25605,10108,Maullín,1/9/13,0,0,0,0,0,0,0,0,1,1,1,0,0,0
25606,10108,Maullín,1/10/13,0,0,0,0,0,0,0,0,1,2,2,0,0,0
25607,10108,Maullín,1/11/13,0,0,1,0,0,0,1,0,1,1,0,1,0,0
25608,10108,Maullín,1/12/13,0,0,0,0,0,0,0,0,0,2,1,1,0,0
25609,10108,Maullín,1/1/14,0,0,1,0,0,0,1,0,0,4,3,1,0,0
25610,10108,Maullín,1/2/14,0,0,0,0,0,0,0,0,2,0,0,0,0,0
25611,10108,Maullín,1/3/14,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25612,10108,Maullín,1/4/14,0,0,0,0,0,0,0,0,0,3,2,1,0,0
25613,10108,Maullín,1/5/14,0,1,0,0,0,0,0,0,0,1,0,1,0,0
25614,10108,Maullín,1/6/14,0,0,0,0,0,0,0,0,0,2,1,1,0,0
25615,10108,Maullín,1/7/14,0,1,0,0,0,0,0,0,1,1,1,0,0,0
25616,10108,Maullín,1/8/14,0,0,1,0,0,1,0,0,0,2,1,1,0,0
25617,10108,Maullín,1/9/14,0,0,0,0,0,0,0,0,1,2,1,1,0,0
25618,10108,Maullín,1/10/14,1,0,0,0,0,0,0,0,0,3,2,1,0,0
25619,10108,Maullín,1/11/14,0,0,0,0,0,0,0,0,0,2,1,1,0,0
25620,10108,Maullín,1/12/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25621,10108,Maullín,1/1/15,0,0,0,0,0,0,0,0,1,3,2,1,0,0
25622,10108,Maullín,1/2/15,0,0,1,1,0,0,0,0,1,3,2,1,0,0
25623,10108,Maullín,1/3/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25624,10108,Maullín,1/4/15,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25625,10108,Maullín,1/5/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25626,10108,Maullín,1/6/15,0,0,0,0,0,0,0,0,0,3,3,0,0,0
25627,10108,Maullín,1/7/15,0,0,1,0,0,1,0,0,1,1,1,0,0,0
25628,10108,Maullín,1/8/15,0,0,0,0,0,0,0,0,1,3,2,1,0,0
25629,10108,Maullín,1/9/15,0,0,0,0,0,0,0,0,0,3,2,1,0,0
25630,10108,Maullín,1/10/15,0,0,0,0,0,0,0,0,1,1,0,1,0,0
25631,10108,Maullín,1/11/15,0,0,0,0,0,0,0,0,1,2,1,1,0,0
25632,10108,Maullín,1/12/15,0,0,0,0,0,0,0,0,0,2,2,0,0,0
25633,10108,Maullín,1/1/16,0,0,0,0,0,0,0,0,0,2,1,1,0,0
25634,10108,Maullín,1/2/16,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25635,10108,Maullín,1/3/16,0,0,0,0,0,0,0,0,2,0,0,0,0,0
25636,10108,Maullín,1/4/16,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25637,10108,Maullín,1/5/16,2,0,0,0,0,0,0,0,1,2,2,0,0,0
25638,10108,Maullín,1/6/16,0,0,0,0,0,0,0,0,1,1,1,0,0,0
25639,10108,Maullín,1/7/16,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25640,10108,Maullín,1/8/16,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25641,10108,Maullín,1/9/16,0,0,0,0,0,0,0,0,1,3,3,0,0,0
25642,10108,Maullín,1/10/16,1,0,0,0,0,0,0,0,2,0,0,0,0,0
25643,10108,Maullín,1/11/16,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25644,10108,Maullín,1/12/16,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25645,10108,Maullín,1/1/17,0,0,0,0,0,0,0,0,0,3,1,2,0,0
25646,10108,Maullín,1/2/17,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25647,10108,Maullín,1/3/17,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25648,10108,Maullín,1/4/17,0,0,1,0,0,0,1,0,1,1,0,1,0,0
25649,10108,Maullín,1/5/17,0,0,1,0,0,0,1,0,0,1,1,0,0,1
25650,10108,Maullín,1/6/17,0,0,0,0,0,0,0,0,0,2,1,1,0,0
25651,2102,Mejillones,1/1/05,2,0,1,0,0,1,0,0,0,1,1,0,0,0
25652,2102,Mejillones,1/2/05,0,0,2,0,1,1,0,0,0,1,1,0,0,0
25653,2102,Mejillones,1/3/05,0,0,0,0,0,0,0,0,2,3,2,1,0,0
25654,2102,Mejillones,1/4/05,0,0,2,0,0,1,1,0,1,6,6,0,0,0
25655,2102,Mejillones,1/5/05,0,0,1,0,0,1,0,0,0,5,2,3,0,0
25656,2102,Mejillones,1/6/05,0,0,2,0,0,1,1,0,0,1,1,0,0,0
25657,2102,Mejillones,1/7/05,0,0,1,0,0,0,1,0,1,1,1,0,0,0
25658,2102,Mejillones,1/8/05,0,0,1,0,0,1,0,0,1,4,4,0,0,0
25659,2102,Mejillones,1/9/05,0,0,1,0,0,0,1,0,0,6,5,1,0,0
25660,2102,Mejillones,1/10/05,0,0,0,0,0,0,0,0,1,2,1,1,0,0
25661,2102,Mejillones,1/11/05,0,0,0,0,0,0,0,0,0,3,3,0,0,0
25662,2102,Mejillones,1/12/05,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25663,2102,Mejillones,1/1/06,0,0,1,0,0,1,0,0,0,4,4,0,0,0
25664,2102,Mejillones,1/2/06,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25665,2102,Mejillones,1/3/06,0,0,1,0,0,1,0,0,2,2,2,0,0,0
25666,2102,Mejillones,1/4/06,0,0,0,0,0,0,0,0,0,4,4,0,0,0
25667,2102,Mejillones,1/5/06,0,0,1,0,0,1,0,0,0,4,2,2,0,0
25668,2102,Mejillones,1/6/06,0,0,0,0,0,0,0,0,0,2,2,0,0,0
25669,2102,Mejillones,1/7/06,0,0,0,0,0,0,0,0,0,4,4,0,0,0
25670,2102,Mejillones,1/8/06,0,0,5,0,0,3,1,1,1,4,3,1,0,0
25671,2102,Mejillones,1/9/06,0,0,3,0,0,2,0,1,0,7,5,2,0,0
25672,2102,Mejillones,1/10/06,0,0,3,1,1,0,1,0,0,6,6,0,0,0
25673,2102,Mejillones,1/11/06,0,0,0,0,0,0,0,0,1,1,1,0,0,0
25674,2102,Mejillones,1/12/06,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25675,2102,Mejillones,1/1/07,0,0,0,0,0,0,0,0,0,4,4,0,0,0
25676,2102,Mejillones,1/2/07,0,0,1,1,0,0,0,0,0,3,3,0,0,0
25677,2102,Mejillones,1/3/07,1,0,0,0,0,0,0,0,2,1,1,0,0,0
25678,2102,Mejillones,1/4/07,0,0,1,0,0,0,1,0,0,5,4,1,0,0
25679,2102,Mejillones,1/5/07,0,0,0,0,0,0,0,0,0,5,5,0,0,0
25680,2102,Mejillones,1/6/07,0,0,1,0,0,0,0,1,0,3,3,0,0,0
25681,2102,Mejillones,1/7/07,1,0,0,0,0,0,0,0,2,1,0,1,0,0
25682,2102,Mejillones,1/8/07,0,0,0,0,0,0,0,0,0,2,2,0,0,0
25683,2102,Mejillones,1/9/07,0,0,2,0,0,0,2,0,1,6,5,1,0,0
25684,2102,Mejillones,1/10/07,0,0,2,0,0,1,0,1,0,1,1,0,0,0
25685,2102,Mejillones,1/11/07,0,0,2,0,0,2,0,0,0,3,1,2,0,0
25686,2102,Mejillones,1/12/07,0,0,0,0,0,0,0,0,1,4,3,1,0,0
25687,2102,Mejillones,1/1/08,1,0,1,0,0,0,1,0,0,5,4,1,0,0
25688,2102,Mejillones,1/2/08,0,0,1,0,0,1,0,0,2,4,4,0,0,0
25689,2102,Mejillones,1/3/08,1,0,1,0,1,0,0,0,1,3,2,1,0,0
25690,2102,Mejillones,1/4/08,0,0,1,0,1,0,0,0,1,2,2,0,0,0
25691,2102,Mejillones,1/5/08,1,0,2,0,0,2,0,0,1,2,1,1,0,0
25692,2102,Mejillones,1/6/08,1,0,0,0,0,0,0,0,1,2,2,0,0,0
25693,2102,Mejillones,1/7/08,0,0,0,0,0,0,0,0,0,5,4,1,0,0
25694,2102,Mejillones,1/8/08,0,0,1,0,0,1,0,0,0,3,3,0,0,0
25695,2102,Mejillones,1/9/08,0,1,2,0,1,0,1,0,1,3,3,0,0,0
25696,2102,Mejillones,1/10/08,0,0,0,0,0,0,0,0,0,2,2,0,0,0
25697,2102,Mejillones,1/11/08,0,0,0,0,0,0,0,0,1,4,3,1,0,0
25698,2102,Mejillones,1/12/08,0,0,0,0,0,0,0,0,0,3,1,2,0,0
25699,2102,Mejillones,1/1/09,0,0,2,0,0,0,2,0,2,1,1,0,0,0
25700,2102,Mejillones,1/2/09,0,0,1,0,0,1,0,0,0,4,4,0,0,0
25701,2102,Mejillones,1/3/09,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25702,2102,Mejillones,1/4/09,0,0,2,0,0,1,1,0,0,7,4,3,0,0
25703,2102,Mejillones,1/5/09,0,0,0,0,0,0,0,0,3,4,3,1,0,0
25704,2102,Mejillones,1/6/09,1,0,0,0,0,0,0,0,0,1,1,0,0,0
25705,2102,Mejillones,1/7/09,0,0,0,0,0,0,0,0,0,5,3,2,0,0
25706,2102,Mejillones,1/8/09,0,0,1,0,0,1,0,0,0,4,3,1,0,0
25707,2102,Mejillones,1/9/09,0,0,1,0,0,0,1,0,1,3,3,0,0,0
25708,2102,Mejillones,1/10/09,0,0,1,0,0,1,0,0,0,2,2,0,0,0
25709,2102,Mejillones,1/11/09,0,0,4,0,0,3,1,0,1,2,2,0,0,0
25710,2102,Mejillones,1/12/09,0,0,0,0,0,0,0,0,0,2,0,2,0,0
25711,2102,Mejillones,1/1/10,0,0,0,0,0,0,0,0,1,2,2,0,0,0
25712,2102,Mejillones,1/2/10,0,0,0,0,0,0,0,0,0,2,1,1,0,0
25713,2102,Mejillones,1/3/10,1,0,0,0,0,0,0,0,1,2,2,0,0,0
25714,2102,Mejillones,1/4/10,0,0,1,0,0,0,1,0,0,5,3,2,0,0
25715,2102,Mejillones,1/5/10,0,0,1,0,0,1,0,0,0,4,4,0,0,0
25716,2102,Mejillones,1/6/10,0,0,1,0,0,1,0,0,0,2,2,0,0,0
25717,2102,Mejillones,1/7/10,0,0,3,2,1,0,0,0,1,3,3,0,0,0
25718,2102,Mejillones,1/8/10,0,0,2,0,0,2,0,0,1,3,3,0,0,0
25719,2102,Mejillones,1/9/10,0,0,1,0,1,0,0,0,2,3,3,0,0,0
25720,2102,Mejillones,1/10/10,0,0,2,0,0,2,0,0,3,3,3,0,0,0
25721,2102,Mejillones,1/11/10,0,0,2,0,0,2,0,0,3,1,1,0,0,0
25722,2102,Mejillones,1/12/10,0,0,2,0,1,1,0,0,2,1,1,0,0,0
25723,2102,Mejillones,1/1/11,2,0,2,0,0,1,0,1,0,1,1,0,0,0
25724,2102,Mejillones,1/2/11,1,0,1,0,0,1,0,0,3,1,1,0,0,0
25725,2102,Mejillones,1/3/11,0,0,1,0,0,0,1,0,0,1,1,0,0,0
25726,2102,Mejillones,1/4/11,0,0,3,0,0,3,0,0,0,0,0,0,0,0
25727,2102,Mejillones,1/5/11,0,0,2,0,0,1,1,0,0,1,1,0,0,0
25728,2102,Mejillones,1/6/11,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25729,2102,Mejillones,1/7/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25730,2102,Mejillones,1/8/11,0,0,3,0,0,2,1,0,0,2,1,1,0,0
25731,2102,Mejillones,1/9/11,1,0,1,0,0,0,1,0,0,2,1,1,0,0
25732,2102,Mejillones,1/10/11,2,0,2,0,0,2,0,0,1,4,4,0,0,0
25733,2102,Mejillones,1/11/11,1,0,0,0,0,0,0,0,1,4,4,0,0,0
25734,2102,Mejillones,1/12/11,0,0,1,0,0,1,0,0,1,4,3,1,0,0
25735,2102,Mejillones,1/1/12,0,0,4,0,0,2,2,0,0,4,4,0,0,0
25736,2102,Mejillones,1/2/12,1,0,4,0,0,3,1,0,0,1,0,1,0,0
25737,2102,Mejillones,1/3/12,0,0,2,0,0,1,1,0,2,4,4,0,0,0
25738,2102,Mejillones,1/4/12,1,0,0,0,0,0,0,0,1,2,2,0,0,0
25739,2102,Mejillones,1/5/12,1,0,1,0,0,1,0,0,1,1,1,0,0,0
25740,2102,Mejillones,1/6/12,1,0,5,1,0,3,1,0,0,3,3,0,0,0
25741,2102,Mejillones,1/7/12,2,1,4,0,0,4,0,0,1,2,1,1,0,0
25742,2102,Mejillones,1/8/12,0,0,2,0,0,1,1,0,1,0,0,0,0,0
25743,2102,Mejillones,1/9/12,2,0,4,0,0,4,0,0,0,2,1,1,0,0
25744,2102,Mejillones,1/10/12,2,1,2,1,0,1,0,0,0,2,2,0,0,0
25745,2102,Mejillones,1/11/12,1,0,3,0,0,2,1,0,1,1,1,0,0,0
25746,2102,Mejillones,1/12/12,0,0,2,0,0,1,1,0,2,0,0,0,0,0
25747,2102,Mejillones,1/1/13,2,0,2,0,1,0,1,0,1,6,6,0,0,0
25748,2102,Mejillones,1/2/13,0,0,2,1,0,0,1,0,0,3,2,1,0,0
25749,2102,Mejillones,1/3/13,1,0,0,0,0,0,0,0,0,1,1,0,0,0
25750,2102,Mejillones,1/4/13,1,0,1,0,0,1,0,0,0,2,2,0,0,0
25751,2102,Mejillones,1/5/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25752,2102,Mejillones,1/6/13,0,0,0,0,0,0,0,0,3,3,1,2,0,0
25753,2102,Mejillones,1/7/13,3,0,1,0,1,0,0,0,1,1,1,0,0,0
